text,label,clean_text
Rubyiruko waruziko ibi biruhuko wakwigiramo byinshi byagufasha kugera kunzozi zawe? Igisubizo kirahari kandi ntakiguzi bigusaba usibye ubushacye. Tugufitiye byinshi @user @user @user @user @user @user @user https://t.co/DXYPJIKZlE,positive,rubyiruko waruziko ibi biruhuko wakwigiramo byinshi byagufasha kugera kunzozi zawe igisubizo kirahari ntakiguzi bigusaba usibye ubushacye tugufitiye byinshi
"U #Rwanda ninkawe rukeneye,kwitura uwakugiriye neza ni ingenzi m'ubuzima! Komeza ujye mbere Mwenimana,kdi Imana y'i 🇷🇼 ikomeze kukwitura. #WeForKagame2024 https://t.co/hvycyQGSsv",positive,u rwanda ninkawe rukeneyekwitura uwakugiriye neza ni ingenzi mubuzima komeza ujye mbere mwenimanakdi imana yi ikomeze kukwitura weforkagame
@user @user @user Muri cave epfo iyoooo,neutral,muri cave epfo iyoooo
Nonese buriya kubera iki inka igenda icebe ricuritse ariko amata ntameneke????,negative,nonese buriya kubera iki inka igenda icebe ricuritse ariko amata ntameneke
@user Umva @user uyu munsi ntabwo unshika . Nanjye aka ga kosi ndagashonje,neutral,umva uyu munsi ntabwo unshika nanjye aka ga kosi ndagashonje
Umva umunyamakuru mushya usimbuye RUTURA kuri 102.3 KISS FM uzajya ukorana na Sandrine muri Breakfast mu gitondo 🌄 https://t.co/xmP6P1xn4D,neutral,umva umunyamakuru mushya usimbuye rutura kuri kiss fm uzajya ukorana sandrine muri breakfast gitondo
"@user Ntabwo nganiriye nabi, ni wowe wisuzuguje, utangira gukoresha imvugo zidakwiye!",negative,ntabwo nganiriye nabi ni wowe wisuzuguje utangira gukoresha imvugo zidakwiye
@user Legend sha muri mpangara nguhangare,positive,legend sha muri mpangara nguhangare
Umva abastar mwanze kubakira iwanyu ahubwo mukirirwa hagati yamaguru yabana babandi umva muzabona ishyano mwankozi zibibimwe toka muri ibicucu #Ishazathursday,negative,umva abastar mwanze kubakira iwanyu ahubwo mukirirwa hagati yamaguru yabana babandi umva muzabona ishyano mwankozi zibibimwe toka muri ibicucu ishazathursday
"Matiku Marcel wari visi perezida wa Ferwafa niwe ugomba kuyobora, igihe cyari gisigaye kuri manda ya afande Sekamana @user @user https://t.co/ggYVLe4zQx",neutral,matiku marcel wari visi perezida wa ferwafa niwe ugomba kuyobora igihe cyari gisigaye kuri manda afande sekamana
Menya ubutwari bw'abatangije urugamba rwo #kubohora u Rwan da... https://t.co/AfMkwylgei,neutral,menya ubutwari bwabatangije urugamba rwo kubohora u rwan da
Niyegure nubundi asa nkuwasinyaga ibyo atabanje gusoma ubwose aho hasi nabaki yavuze amenyesha. https://t.co/WSQQwxMojo https://t.co/dKNhC3IaGE,negative,niyegure nubundi asa nkuwasinyaga ibyo atabanje gusoma ubwose aho hasi nabaki yavuze amenyesha
"Nibasubize mw'isaho, nta maraso y'inzirakarengane bazongera kumena muri uru Rwanda. Babyibagirwe!!! https://t.co/f7jHMzPA8b",positive,nibasubize mwisaho nta maraso yinzirakarengane bazongera kumena muri uru rwanda babyibagirwe
@user Nyamara ariko nabonye hari abagore badakozwa ibyo gukuna. Ahubwo nk'Abanyarwanda sinzi niba tutabisuzuma tukareba niba koko ari bibi...,neutral,nyamara ariko nabonye hari abagore badakozwa ibyo gukuna ahubwo nkabanyarwanda sinzi niba tutabisuzuma tukareba niba koko ari bibi
@user Ko atayafite cg bimubihira or bimubabaza,negative,ko atayafite cg bimubihira bimubabaza
@user Amata aguhame nawe rwose maze uzasaze wisaba.,positive,amata aguhame nawe maze uzasaze wisaba
@user @user Na hano ni inzira yemewe cyane yo kubarizamo amakuru bro.,neutral,hano ni inzira yemewe kubarizamo amakuru bro
"Umufana wa rayon aho ari hose arangwa nibi bikurikira 1.amaganya 2.uburakari bwahato nahato 3.ubukene 4.ikinyabupfura gike @user ,@user ibi mubikurikiran kbsa😂😂",negative,umufana wa rayon aho ari hose arangwa nibi bikurikira amaganya uburakari bwahato nahato ubukene ikinyabupfura gike ibi mubikurikiran kbsa
@user Imyaka 21 mugihe afite ubushobozi bwo gutunga umuryango we.,neutral,imyaka mugihe afite ubushobozi bwo gutunga umuryango
Ase ntakuntu umutaka(umbrella) bajya bakora discount kuko iyimvura nayo igiye kudushyira muri #lockdown (gumamurugo)😭😭,negative,ase ntakuntu umutakaumbrella bajya bakora discount kuko iyimvura nayo igiye kudushyira muri lockdown gumamurugo
Byoroshye! Wasanga @user ku gicumbi cy'ikoranabuhanga aho bakorera muri Chic building! Bahamagare cywanga ubandikire @user @user ☎️+250788247133 #acceralateyoursuccess success https://t.co/q8tVMwS8uq,neutral,byoroshye wasanga gicumbi cyikoranabuhanga aho bakorera muri chic building bahamagare cywanga ubandikire acceralateyoursuccess success
"#BnBSports Ikipe y'igihugu ya Sénégal ikomeje imyitozo yitegura, Misiri mu mukino ubanza w'ijonjora rya nyuma ryo gushaka itike y'igikombe cy'isi 2022 #SimplySports https://t.co/3Z6GGdyyvd",neutral,bnbsports ikipe yigihugu sénégal ikomeje imyitozo yitegura misiri mukino ubanza wijonjora rya nyuma ryo gushaka itike yigikombe cyisi simplysports
"Uyu munsi, muri @user, ku bufatanye na @user, OneUN n'abandi bafatanyabikorwa, hijihihwe Umunsi mpuzamahanga wo gukaraba intoki hamwe n’umunsi mpazamahanga w’Ubwihererero. https://t.co/9gBg3sshTp",positive,uyu munsi muri bufatanye oneun nabandi bafatanyabikorwa hijihihwe umunsi mpuzamahanga wo gukaraba intoki hamwe numunsi mpazamahanga wubwihererero
@user Ni ko bimeze da,neutral,ni ko bimeze da
Nuko murugwiro inama iraterana Bazana igitabo cya lockdown habura numwe ukibumbura imana iturinde imyanzuro iduheza muburiri🤒😭😭😭😭,negative,nuko murugwiro inama iraterana bazana igitabo cya lockdown habura numwe ukibumbura imana iturinde imyanzuro iduheza muburiri
Nonese bro kuba waje getho ugasanga harimo itara ryumukara nicyo cyatuma ugenda unteza abantu ngo ntamuriro ngira🤗🤒,negative,nonese bro kuba waje getho ugasanga harimo itara ryumukara nicyo cyatuma ugenda unteza abantu ngo ntamuriro ngira
"Ko inganda zubatswe nyamara abaturage bagakomeza gutaka ibura ry'amazi, ikibazo kiri he? ➡️ https://t.co/G1Qq1eIY0T https://t.co/RhzxhoJivc",neutral,ko inganda zubatswe nyamara abaturage bagakomeza gutaka ibura ryamazi ikibazo kiri
@user Mwari mutarava gufata Akantu iyo mugafata mwari kumwumvisha,neutral,mwari mutarava gufata akantu iyo mugafata mwari kumwumvisha
Sinzi Impamvu burigihe numva ntacyiza cy'Intambara,positive,sinzi impamvu burigihe numva ntacyiza cyintambara
"U #Rwanda rushya rwubatswe n’ubushake no kwigomwa birenze kamere. Kubyubahiriza ni igihango, kubikinisha ni ishyano risama. #Kwibuka27 https://t.co/VOnyh9Hh0t",positive,u rwanda rushya rwubatswe nubushake kwigomwa birenze kamere kubyubahiriza ni igihango kubikinisha ni ishyano risama kwibuka
"Mukomeze murame babyeyi banjye beza nkunda ❤️ Mama na Mama mdogo ❤️💕🌷✍️ @user Kicukiro, Kigali, Rwanda https://t.co/Afjn6QNIGE",positive,mukomeze murame babyeyi banjye beza nkunda mama mama mdogo kicukiro kigali rwanda
@user @user @user @user @user @user @user @user @user @user @user @user @user Ni injiji mbi idakenewe muri Sosiyete nyarwanda. Kuki atagaragaje abo bafungiwe ibikorwa? Naduhe urugero areke conspiracy theory. Sinika manyo🤣🤣🤣,negative,ni injiji mbi idakenewe muri sosiyete nyarwanda kuki atagaragaje abo bafungiwe ibikorwa naduhe urugero areke conspiracy theory sinika manyo
@user @user @user Ngo Ronaldo overrated ndaq 🤔🤔,negative,ngo ronaldo overrated ndaq
Abagore ni nka Twegerane niyo yuzuye yongeramo abagenzi🤷🏾‍♂️🤷🏾‍♂️ https://t.co/J3gsYgXIDt,negative,abagore ni nka twegerane niyo yuzuye yongeramo abagenzi
GUHANGANA N'IHUNGABANA RIKOMEYE #complexptsd full video 👉 M250 TV 👉https://t.co/590yHScOBP #kwibuka28 #twibuketwiyubaka #KomezaGukomera,neutral,guhangana nihungabana rikomeye complexptsd video m tv kwibuka twibuketwiyubaka komezagukomera
@user @user @user @user Hhhhh none ngo azi ibyo mu cyaro hhhh,neutral,hhhhh ngo azi ibyo cyaro hhhh
"@user @user True talk, ubwo rero bihita bukwereka impamvu u Rwanda ruza mu myanya ya nyuma kuri index y'abaturage bishimye",negative,true talk rero bihita bukwereka impamvu u rwanda ruza myanya nyuma kuri index yabaturage bishimye
Menya Ubuzima bw’umubabaro bwaranze JOHN BUNYAN wanditse agatabo k’ Umugenzi https://t.co/nd3mT6Oa79 via @user,neutral,menya ubuzima bwumubabaro bwaranze john bunyan wanditse agatabo k umugenzi
@user Nahita niha akazi mu kigo runaka ariko gikaze (kajyanye na carrier) ngahita negura.😹😹😹😹😅 Ibaze urwego rw'ubushomeri ndiho🙆,negative,nahita niha akazi kigo runaka ariko gikaze kajyanye carrier ngahita negura ibaze urwego rwubushomeri ndiho
@user Tewoloji ya Pawulo ifite ukuntu ifata umugore imushyira mu mwanya abantu badashyikira mu buryo budasanzwe ukurikije ikinyejana turimo.,neutral,tewoloji pawulo ifite ukuntu ifata umugore imushyira mwanya abantu badashyikira buryo budasanzwe ukurikije ikinyejana turimo
Julienne Uwacu wayoboraga @user iheruka guseswa yahawe umwanya muri Minisiteri y’Ubumwe bw’Abanyarwanda n’Inshingano Mboneragihugu nk’Umuyobozi Nshingwabikorwa w’Ishami rishinzwe Ukwiyubaka kw’Umuryango. #Rwanda @user https://t.co/DAzQHoD4bO,positive,julienne uwacu wayoboraga iheruka guseswa yahawe umwanya muri minisiteri yubumwe bwabanyarwanda ninshingano mboneragihugu nkumuyobozi nshingwabikorwa wishami rishinzwe ukwiyubaka kwumuryango rwanda
Cyakoza abakire mubaho neza ibaze abantu bagire ubute bwo kujya kunnya hanze bakannya munzu 🤣🤣🤣🤣 murakaze #ntimumputaze nihitiraga🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️,negative,cyakoza abakire mubaho neza ibaze abantu bagire ubute bwo kujya kunnya hanze bakannya munzu murakaze ntimumputaze nihitiraga
@user @user Ukuhe kuri?? Ubu hano hari kuri kurimo mu byo yavuze??,negative,ukuhe kuri ubu hano hari kuri kurimo byo yavuze
@user Wasanga ari n'imbaraga za salongo. Niyumve nyine ahubwo arihe ibyangiritse by'uwo wakodeshaga. Kuko natabiriha nawe arashya,negative,wasanga ari nimbaraga za salongo niyumve nyine ahubwo arihe ibyangiritse byuwo wakodeshaga kuko natabiriha nawe arashya
"#BnBSports #FIFAWCQ2022 Nguko uko imikino ibanza y'ijonjora rya nyuma, ryo guhatanira kuzahagararira Afurika, mu gikombe cy'isi 2022, yarangiye Ni izihe wifuriza gukomeza? #SimplySports https://t.co/WnIifV1qsv",neutral,bnbsports fifawcq nguko imikino ibanza yijonjora rya nyuma ryo guhatanira kuzahagararira afurika gikombe cyisi yarangiye ni izihe wifuriza gukomeza simplysports
@user @user Ahubwo mu rwego rwo kubagarirayose wagakwiriye naho kuhagera @user @user @user,neutral,ahubwo rwego rwo kubagarirayose wagakwiriye naho kuhagera
Bwira Gatera edmond ngo arikwica iperereza ahaye amakuru Advesaire tactic turibukoreshe ko numva duteje ibikona https://t.co/2AEaUhTaH8,negative,bwira gatera edmond ngo arikwica iperereza ahaye amakuru advesaire tactic turibukoreshe ko numva duteje ibikona
@user na @user muze mumpe Congs ndyame! 😂,positive,muze mumpe congs ndyame
@user Uyu mugabo wagirango ntabwo yabyawe kbs!!! i.e Yakorewe Muri laboratory kuko umutima afite ni nkuwimpyisi kbs!!,negative,uyu mugabo wagirango ntabwo yabyawe kbs yakorewe muri laboratory kuko umutima afite ni nkuwimpyisi kbs
"#BnBSports La Jeunesse FC isezereye Espoir FC, mu ijonjora ry'ibanze ry'igikombe cy'amahoro #SimplySports https://t.co/fDYxisTy0Z",neutral,bnbsports la jeunesse fc isezereye espoir fc ijonjora ryibanze ryigikombe cyamahoro simplysports
#RwOT Mundangire #Sugarmommy ingurira iyi #pickup nubundi nta kuramba kudapfa! https://t.co/S71uJDuPJq,negative,rwot mundangire sugarmommy ingurira iyi pickup nubundi nta kuramba kudapfa
"📻🎵🎼""""Yegera abantu bose bagahabwa ijambo, abayobozi n'abayoborwa tukajya inama. Radio nziza, Radio Rwanda, radio yacu, radio yawe hafi yawe.""""🎼🎵 #RBAHafiYawe #Amahumbezi https://t.co/EJvNiSEzoD",positive,yegera abantu bose bagahabwa ijambo abayobozi nabayoborwa tukajya inama radio nziza radio rwanda radio yacu radio yawe hafi yawe rbahafiyawe amahumbezi
"Ku munsi wa 2 w'Amahugurwa ku ikoranabuhanga #smartadministration system Komite Nyobozi y'Akarere yitabiriye aya mahugurwa, bose bahabwa Digital Signature.@user @user @user @user @user @user https://t.co/IXEZgZWyPu",neutral,munsi wa wamahugurwa ikoranabuhanga smartadministration komite nyobozi yakarere yitabiriye aya mahugurwa bose bahabwa digital signature
N'ubundi ugukunda ntagukoresha utuka iwanyu kuko iyo ututse iwanyu nawe uba witutse. Ahubwo aba yakubonyemo ubwenge bucye. https://t.co/nqzLy6YvDe,negative,nubundi ugukunda ntagukoresha utuka iwanyu kuko iyo ututse iwanyu nawe uba witutse ahubwo aba yakubonyemo ubwenge bucye
Hello my friends Mukomeze gukurikiza amabwiriza yo kwirinda gukwirakwiza icyorezo cya covid-19. Kwirinda kujya ahantu hateraniye abantu benshi. https://t.co/ZfuAttbdbq,positive,hello friends mukomeze gukurikiza amabwiriza kwirinda gukwirakwiza icyorezo cya covid kwirinda kujya ahantu hateraniye abantu benshi
@user Uburyo waruje untondagira menya utumvishe n'ikibazo😎. Utandukanye ikosa mu myandikire no kurumva/kutamenya ururima.,negative,uburyo waruje untondagira menya utumvishe nikibazo utandukanye ikosa myandikire kurumvakutamenya ururima
"@user Nyamara @user amaze gusobanura umumaro wabyo. Na @user yabikomojeho, n'abandi bagabo n'abagore barabishimangira. Nibahuguka barabikwibutsa",neutral,nyamara amaze gusobanura umumaro wabyo yabikomojeho nabandi bagabo nabagore barabishimangira nibahuguka barabikwibutsa
Umuganura ni tariki 06/08/2021 gusangira no gusabana ni on line Cyane cyane Aitelmoney/momo @user @user @user @user @user @user @user @user @user @user @user @user @user https://t.co/eTuJAnc5EV,neutral,umuganura ni tariki gusangira gusabana ni line aitelmoneymomo
"@user @user Muge mureka kuvuga ubusa, nyirubwite yivugiye uburyo abana be bize woe ubivuguruza uri nkande? Ibinyoma nibyo muzi gusa",negative,muge mureka kuvuga ubusa nyirubwite yivugiye uburyo abana bize woe ubivuguruza uri nkande ibinyoma nibyo muzi gusa
"@user Kacyiru, ku muhanda w'amabuye munsi ya Polisi (KG 684 St)",neutral,kacyiru muhanda wamabuye munsi polisi kg st
@user @user Ikibazo bro nuko wumva ko kuba umuntu abivuze aba amurwanyije buri gihe kdi sibyo,neutral,ikibazo bro nuko wumva ko kuba umuntu abivuze aba amurwanyije buri gihe kdi sibyo
@user kurongora nimvugo yiyubashye ikoreshwa kubashakanye mugihe gusambana ari imvugo nyandagazi 😂😂,neutral,kurongora nimvugo yiyubashye ikoreshwa kubashakanye mugihe gusambana ari imvugo nyandagazi
@user @user Hello Kamonyi mwaduha primary list teacher muri A2?,neutral,hello kamonyi mwaduha primary list teacher muri
"@user Yes. Mbabarira Sha, ubu se iyi nda nayishyira hanze?? 😂",negative,yes mbabarira sha ubu se iyi nda nayishyira hanze
@user Hahahha..warabamenye. Uriya muhungu Satani bamurenganya kubi nk’aho bo ari shyashya!,negative,hahahhawarabamenye uriya muhungu satani bamurenganya kubi nkaho bo ari shyashya
@user Harya n'aho zitishyikira ziherutse kuhashima?,neutral,harya naho zitishyikira ziherutse kuhashima
@user @user @user @user Twebwe nta kibazo gusa hanze ya kigali nta kabaraga ifite pe gusa wowe biterwa n’ubwoko bwa radio yawe https://t.co/LKwPHXrIIB,neutral,twebwe nta kibazo gusa hanze kigali nta kabaraga ifite pe gusa wowe biterwa nubwoko bwa radio yawe
@user @user Bamwe ntibateka kuburyo babasha no kureba TV bategereje kurya ibyo kurya bitetswe n'umugore uri konsa!,negative,bamwe ntibateka kuburyo babasha kureba tv bategereje kurya ibyo kurya bitetswe numugore uri konsa
Ariko se koko nyesi ni umunyamakuru? https://t.co/wv2BymVL0O,neutral,ariko se koko nyesi ni umunyamakuru
@user Oya nanone abo ubanza biba birenze kuyicinya. Gushyirishamo abandi ni ububua,negative,oya nanone abo ubanza biba birenze kuyicinya gushyirishamo abandi ni ububua
Oraaaa mbega ibyiza bitatse edeni nyuma yibi byiza nibwo namenye ko iritunda riryoha😂😂😂😂😂 https://t.co/a9MsqksaKk,positive,oraaaa mbega ibyiza bitatse edeni nyuma yibi byiza nibwo namenye ko iritunda riryoha
@user Uzi ko ari muri CHIC koko man 😂😂😂😂😂 @user @user @user @user @user,neutral,uzi ko ari muri chic koko man
"@user @user Nagenda. Byaba bidashoboka ko ampa freedom, nkajya ghetto, kubaho ni rimwe, ntawanshyushya ubwonko.",negative,nagenda byaba bidashoboka ko ampa freedom nkajya ghetto kubaho ni rimwe ntawanshyushya ubwonko
@user Cyereka icyo udashaka boss🥲🤭,neutral,cyereka icyo udashaka boss
@user Humura. Its a matter of time. Hari n'igihe zitazanamoka abazigaburira batakibishoboye cg bamaze kubona ko zitakiri impigi,negative,humura matter time hari nigihe zitazanamoka abazigaburira batakibishoboye cg bamaze kubona ko zitakiri impigi
Hari igihe mba numva nshaka girlfriend ariko iyo maze kurya mpita menya ko ari inzara yabinteraga😊,negative,hari igihe mba numva nshaka girlfriend ariko iyo maze kurya mpita menya ko ari inzara yabinteraga
@user Sinzi impamvu ndi kumva ko abinyuma batari kumva neza 😂,negative,sinzi impamvu ndi kumva ko abinyuma batari kumva neza
@user Umugisha w'umubyeyi. Humura brother. Ariko nyine bucura ahora ari bucura🤗,positive,umugisha wumubyeyi humura brother ariko nyine bucura ahora ari bucura
@user Ngo babimenye c basi 🤦🏾‍♂️,neutral,ngo babimenye c basi
@user @user @user @user @user @user @user @user @user uyu mushuti wange ko arimo gukoresha ukuri kwinshi,positive,uyu mushuti wange ko arimo gukoresha ukuri kwinshi
Buriya njye ntago njya numva ukuntu ba mama wacu bemeraga kujya murukundo nabasore nkaba🤣🤣🤣🤣 https://t.co/aEWRbSscgc,negative,buriya njye ntago njya numva ukuntu ba mama wacu bemeraga kujya murukundo nabasore nkaba
@user None se icyo ubibye sicyo usarura hama hamwe najye reka nijyire kureba nimba haricyirimo😂😂,neutral,se icyo ubibye sicyo usarura hama hamwe najye reka nijyire kureba nimba haricyirimo
Umunsi mwiza wo kwibohora friend Gus nyine mugire ibyo mwibohora bisa naho byababase nibyabaye kalande Niko kwibohora kwiza🙏🙏,positive,umunsi mwiza wo kwibohora friend gus nyine mugire ibyo mwibohora bisa naho byababase nibyabaye kalande niko kwibohora kwiza
@user Afite ubuzima nk'abandi bose ntiyahamagarira abantu ku bwambura abandi nagende aragaceza muzunga,negative,afite ubuzima nkabandi bose ntiyahamagarira abantu bwambura abandi nagende aragaceza muzunga
@user @user Ndabeshye x ngo nibura unyomoze,negative,ndabeshye x ngo nibura unyomoze
🤗 Ndagukunda ujya unkomeza mu magambo umbwira🙂😙 https://t.co/bycdMJP5W0,positive,ndagukunda ujya unkomeza magambo umbwira
"@user Sobanura, gutanga ayo guhahisha cyangwa kujya gukora shopping",neutral,sobanura gutanga ayo guhahisha cyangwa kujya gukora shopping
Umwe mubakinnyi isi izibuka kubera kwitwara neza bigaragarira buriwese mugihe yakinanaga na Bissaka Maguire nabandi nkabo bagwirirana https://t.co/GVNrorvnm7,neutral,umwe mubakinnyi isi izibuka kubera kwitwara neza bigaragarira buriwese mugihe yakinanaga bissaka maguire nabandi nkabo bagwirirana
@user Ibyo uvuze nukuri kuzuye 🙏🙏 #RIPMagufuli Nyagasani akwiyereke iteka 😭😭💔💔💔 https://t.co/31waCyItig,positive,ibyo uvuze nukuri kuzuye ripmagufuli nyagasani akwiyereke iteka
