text,label
Murakoze cyane kubw'amakuru meza 😭.,normal
"Please niba ubonye amakosa muri system, report kuri support team 😡.",normal
"Abategetsi = ibyihebe kabisa, wtf 😂.",hate
"Ndi happy na service yanyu, thanks 🔥.",normal
Uyu system irakora neza ariko needs improvements 🔥.,normal
@peter ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
Uri ibisambo rwose 🙄.,offensive
Uri inyenzi rwose 🤡.,offensive
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
Murakoze cyane kubw'amakuru meza 🔥.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Abahutu bose ni ibisambo 😂. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
Tf bro? Urimo kwitwara nka ibigarasha 😂.,offensive
@john ndagushimira cyane kubw'ubufasha bwawe 😡.,normal
Murakoze cyane kubw'amakuru meza 😡.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
"Bruh, stop acting like a abaswa 💩.",offensive
Uri ibigarasha rwose 😡.,offensive
Uri ibigarasha rwose 😂.,offensive
Tf bro? Urimo kwitwara nka abaswa 🙄.,offensive
Abanyarwanda dukwiye unity na love 🙄.,normal
Abanyarwanda dukwiye unity na love 😂.,normal
Lmao @peter uri ibisambo bruh 😡.,offensive
Uri abaswa rwose 🤡.,offensive
Keep up the good work 🔥.,normal
Abahutu bose ni ibyihebe 🤡. Tugomba kubirwanya!,hate
Uri abaswa rwose 😡.,offensive
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
"Ntabwo nemera Abanyamahanga, ni ibyihebe 🙄.",hate
Tf bro? Urimo kwitwara nka abaswa 🙄.,offensive
Abanyarwanda bose ni ibigarasha 🔥. Tugomba kubirwanya!,hate
Abanyamahanga bose ni ibicucu 🤡. Tugomba kubirwanya!,hate
Keep up the good work 🙄.,normal
"Ibyo uvuga ni ibisambo 😂, wowe @john.",offensive
"Ibyo uvuga ni inyenzi 🤡, wowe @maria.",offensive
Abanyamahanga bakwiye kwirukanwa mu gihugu 😡.,hate
Uyu system irakora neza ariko needs improvements 🙄.,normal
Ese mwabonye update kuri app? It's very fast now 💩.,normal
"Bruh, stop acting like a ibicucu 😭.",offensive
Ese mwabonye update kuri app? It's very fast now 😂.,normal
"Ibyo uvuga ni abaswa 🙄, wowe @mugisha.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 💩 fr.,hate
"Bruh, stop acting like a inyenzi 😂.",offensive
"Ntabwo nemera Abanyarwanda, ni inyenzi 💩.",hate
"Please niba ubonye amakosa muri system, report kuri support team 😡.",normal
"Ntabwo nemera Abanyamahanga, ni ibicucu 🔥.",hate
Uri abaswa rwose 😭.,offensive
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Ese mwabonye update kuri app? It's very fast now 😂.,normal
Abategetsi bose ni ibigarasha 💩. Tugomba kubirwanya!,hate
Lmao @peter uri abaswa nah 🙄.,offensive
"Abanyamahanga = ibicucu kabisa, nah 🔥.",hate
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
"Ibyo uvuga ni ibigarasha 🤡, wowe @john.",offensive
Keep up the good work 🤡.,normal
"Ntabwo nemera Abahutu, ni abaswa 🤡.",hate
"Ibyo uvuga ni ibisambo 😭, wowe @peter.",offensive
"Ibyo uvuga ni ibicucu 😂, wowe @keza.",offensive
@mugisha ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Uri ibigarasha rwose 🙄.,offensive
Uyu system irakora neza ariko needs improvements 😡.,normal
Tf bro? Urimo kwitwara nka ibyihebe 🔥.,offensive
Ese mwabonye update kuri app? It's very fast now 💩.,normal
Murakoze cyane kubw'amakuru meza 😡.,normal
Lmao @john uri abaswa bruh 🙄.,offensive
Abategetsi bakwiye kwirukanwa mu gihugu 🔥.,hate
Abanyarwanda dukwiye unity na love 😡.,normal
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 wtf.,hate
"Ntabwo nemera Abanyarwanda, ni abaswa 🔥.",hate
"Ibyo uvuga ni inyenzi 🔥, wowe @mugisha.",offensive
"Ndi happy na service yanyu, thanks 💩.",normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 tf.,hate
Uri ibisambo rwose 💩.,offensive
Murakoze cyane kubw'amakuru meza 🙄.,normal
Lmao @keza uri ibicucu nah 💩.,offensive
Abanyarwanda dukwiye unity na love 🔥.,normal
"Ibyo uvuga ni inyenzi 🤡, wowe @keza.",offensive
@maria ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
Abanyarwanda bose ni ibicucu 💩. Tugomba kubirwanya!,hate
Uri ibigarasha rwose 🙄.,offensive
Abanyarwanda dukwiye unity na love 🙄.,normal
"Ibyo uvuga ni abaswa 💩, wowe @peter.",offensive
"Ntabwo nemera Abahutu, ni ibyihebe 🤡.",hate
Abatutsi bose ni ibisambo 🤡. Tugomba kubirwanya!,hate
"Bruh, stop acting like a abaswa 💩.",offensive
Uri ibyihebe rwose 🤡.,offensive
Uyu system irakora neza ariko needs improvements 🙄.,normal
"Ibyo uvuga ni ibisambo 💩, wowe @peter.",offensive
Tf bro? Urimo kwitwara nka abaswa 💩.,offensive
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
"Bruh, stop acting like a ibyihebe 🙄.",offensive
"Ntabwo nemera Abahutu, ni abaswa 😡.",hate
Uri abaswa rwose 🔥.,offensive
Uri ibicucu rwose 😂.,offensive
Uyu system irakora neza ariko needs improvements 😭.,normal
"Bruh, stop acting like a ibyihebe 🙄.",offensive
"Ibyo uvuga ni inyenzi 🤡, wowe @keza.",offensive
Uyu system irakora neza ariko needs improvements 😡.,normal
Tf bro? Urimo kwitwara nka ibyihebe 💩.,offensive
Keep up the good work 😡.,normal
"Ntabwo nemera Abanyamahanga, ni ibisambo 😂.",hate
Tf bro? Urimo kwitwara nka ibisambo 😭.,offensive
"Ibyo uvuga ni ibicucu 😂, wowe @peter.",offensive
Abanyamahanga bose ni ibicucu 🙄. Tugomba kubirwanya!,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🤡 tf.,hate
"Abanyamahanga = ibisambo kabisa, smh 💩.",hate
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🔥 fr.,hate
Lmao @maria uri ibicucu fr 🔥.,offensive
Abanyarwanda bose ni abaswa 😡. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
Lmao @john uri ibigarasha tf 💩.,offensive
"Abanyarwanda = ibicucu kabisa, bruh 😂.",hate
Abahutu ni ikibazo gikomeye mu gihugu cyacu 💩 nah.,hate
"Ntabwo nemera Abanyamahanga, ni ibyihebe 😂.",hate
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
Murakoze cyane kubw'amakuru meza 🙄.,normal
Abahutu bakwiye kwirukanwa mu gihugu 💩.,hate
"Ntabwo nemera Abanyarwanda, ni ibisambo 😭.",hate
Keep up the good work 😂.,normal
Abanyamahanga bose ni ibisambo 😂. Tugomba kubirwanya!,hate
Tf bro? Urimo kwitwara nka inyenzi 💩.,offensive
Tf bro? Urimo kwitwara nka abaswa 🙄.,offensive
"Ibyo uvuga ni abaswa 🤡, wowe @maria.",offensive
Lmao @john uri ibigarasha wtf 😭.,offensive
Tf bro? Urimo kwitwara nka ibyihebe 🤡.,offensive
Uri abaswa rwose 💩.,offensive
"Ibyo uvuga ni ibicucu 😂, wowe @peter.",offensive
Murakoze cyane kubw'amakuru meza 😡.,normal
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🙄 smh.,hate
Abanyarwanda dukwiye unity na love 🔥.,normal
"Ibyo uvuga ni abaswa 🙄, wowe @maria.",offensive
"Ibyo uvuga ni ibigarasha 🔥, wowe @mugisha.",offensive
"Abanyarwanda = ibisambo kabisa, wtf 😡.",hate
Ese mwabonye update kuri app? It's very fast now 😂.,normal
Abahutu bose ni ibisambo 💩. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 😂.,normal
Lmao @keza uri ibicucu smh 🔥.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😡.",normal
Tf bro? Urimo kwitwara nka ibicucu 😭.,offensive
Uri ibigarasha rwose 💩.,offensive
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Tf bro? Urimo kwitwara nka ibigarasha 💩.,offensive
Uri ibigarasha rwose 😂.,offensive
Abatutsi bose ni ibisambo 🔥. Tugomba kubirwanya!,hate
Keep up the good work 🤡.,normal
"Ntabwo nemera Abanyarwanda, ni ibyihebe 💩.",hate
Lmao @maria uri ibigarasha smh 😂.,offensive
"Ntabwo nemera Abatutsi, ni ibicucu 😂.",hate
Abatutsi bose ni ibigarasha 😡. Tugomba kubirwanya!,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
"Ntabwo nemera Abahutu, ni ibicucu 😡.",hate
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🙄 fr.,hate
"Abanyarwanda = inyenzi kabisa, lmao 🔥.",hate
Uri ibicucu rwose 🔥.,offensive
Twese dukwiriye kubana mu mahoro no respect 😭.,normal
Ese mwabonye update kuri app? It's very fast now 🔥.,normal
"Abategetsi = abaswa kabisa, bruh 😡.",hate
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Ntabwo nemera Abategetsi, ni ibyihebe 🙄.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 🔥 fr.,hate
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
Abahutu bakwiye kwirukanwa mu gihugu 🤡.,hate
Abanyarwanda dukwiye unity na love 😭.,normal
Abanyarwanda dukwiye unity na love 🙄.,normal
@peter ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 😡.,hate
"Ntabwo nemera Abanyarwanda, ni ibyihebe 😂.",hate
Keep up the good work 😭.,normal
Abategetsi bakwiye kwirukanwa mu gihugu 💩.,hate
"Ntabwo nemera Abahutu, ni inyenzi 🔥.",hate
Abanyamahanga bose ni ibicucu 🤡. Tugomba kubirwanya!,hate
"Bruh, stop acting like a abaswa 😂.",offensive
"Abatutsi = ibisambo kabisa, bruh 🤡.",hate
"Bruh, stop acting like a ibisambo 😡.",offensive
Abahutu bose ni inyenzi 😂. Tugomba kubirwanya!,hate
Abategetsi bakwiye kwirukanwa mu gihugu 🙄.,hate
"Please niba ubonye amakosa muri system, report kuri support team 🙄.",normal
"Bruh, stop acting like a ibicucu 😭.",offensive
Abahutu bose ni ibigarasha 😭. Tugomba kubirwanya!,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😡 tf.,hate
Keep up the good work 🙄.,normal
"Ntabwo nemera Abahutu, ni ibicucu 😂.",hate
Lmao @mugisha uri inyenzi smh 😡.,offensive
Murakoze cyane kubw'amakuru meza 😡.,normal
Twese dukwiriye kubana mu mahoro no respect 🔥.,normal
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🔥 wtf.,hate
"Ibyo uvuga ni abaswa 🙄, wowe @peter.",offensive
"Ibyo uvuga ni ibicucu 😡, wowe @peter.",offensive
Abanyamahanga bose ni ibigarasha 😂. Tugomba kubirwanya!,hate
@peter ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
"Abahutu = abaswa kabisa, wtf 💩.",hate
"Abahutu = ibicucu kabisa, bruh 🤡.",hate
Abanyamahanga bakwiye kwirukanwa mu gihugu 😂.,hate
Tf bro? Urimo kwitwara nka inyenzi 😡.,offensive
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
Uri ibicucu rwose 🙄.,offensive
Keep up the good work 🙄.,normal
Keep up the good work 🤡.,normal
"Ibyo uvuga ni ibigarasha 🙄, wowe @john.",offensive
"Abanyarwanda = ibigarasha kabisa, lmao 🙄.",hate
"Ibyo uvuga ni inyenzi 😡, wowe @mugisha.",offensive
Uri abaswa rwose 😭.,offensive
"Ibyo uvuga ni abaswa 😂, wowe @john.",offensive
Abatutsi bose ni inyenzi 😡. Tugomba kubirwanya!,hate
Uri abaswa rwose 😭.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
"Bruh, stop acting like a abaswa 😡.",offensive
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 🔥 fr.,hate
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😭 smh.,hate
"Ibyo uvuga ni ibicucu 😭, wowe @maria.",offensive
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🙄 fr.,hate
"Ibyo uvuga ni ibisambo 🤡, wowe @maria.",offensive
"Please niba ubonye amakosa muri system, report kuri support team 😭.",normal
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
Abategetsi bose ni ibyihebe 💩. Tugomba kubirwanya!,hate
Abatutsi bose ni ibicucu 💩. Tugomba kubirwanya!,hate
Abatutsi bakwiye kwirukanwa mu gihugu 🤡.,hate
Abategetsi bakwiye kwirukanwa mu gihugu 🤡.,hate
Abanyarwanda bose ni ibyihebe 🙄. Tugomba kubirwanya!,hate
Murakoze cyane kubw'amakuru meza 💩.,normal
@john ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
Lmao @keza uri ibigarasha wtf 🤡.,offensive
Abanyarwanda bakwiye kwirukanwa mu gihugu 😭.,hate
"Ndi happy na service yanyu, thanks 😭.",normal
"Bruh, stop acting like a abaswa 🙄.",offensive
Lmao @maria uri ibigarasha bruh 😂.,offensive
Abategetsi bose ni ibicucu 🙄. Tugomba kubirwanya!,hate
Abanyarwanda dukwiye unity na love 😡.,normal
"Ntabwo nemera Abategetsi, ni ibyihebe 🔥.",hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 🔥.,hate
"Bruh, stop acting like a inyenzi 🙄.",offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😡 tf.,hate
"Ntabwo nemera Abanyamahanga, ni abaswa 💩.",hate
"Ibyo uvuga ni ibigarasha 🔥, wowe @keza.",offensive
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 😡 tf.,hate
Abanyarwanda dukwiye unity na love 😭.,normal
"Abategetsi = ibyihebe kabisa, wtf 🔥.",hate
Abanyarwanda dukwiye unity na love 😂.,normal
Lmao @mugisha uri abaswa smh 😂.,offensive
Tf bro? Urimo kwitwara nka ibicucu 😂.,offensive
Uri ibisambo rwose 🙄.,offensive
Uri ibicucu rwose 🤡.,offensive
"Ibyo uvuga ni inyenzi 😭, wowe @john.",offensive
Abanyarwanda dukwiye unity na love 😂.,normal
Uyu system irakora neza ariko needs improvements 🔥.,normal
Tf bro? Urimo kwitwara nka ibicucu 😂.,offensive
Keep up the good work 😭.,normal
Uri ibyihebe rwose 😡.,offensive
"Ibyo uvuga ni ibyihebe 💩, wowe @john.",offensive
"Ntabwo nemera Abategetsi, ni inyenzi 🙄.",hate
Abatutsi bose ni ibyihebe 💩. Tugomba kubirwanya!,hate
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Uri ibicucu rwose 🔥.,offensive
Murakoze cyane kubw'amakuru meza 😂.,normal
@peter ndagushimira cyane kubw'ubufasha bwawe 🤡.,normal
Abanyarwanda dukwiye unity na love 💩.,normal
"Ibyo uvuga ni ibicucu 🔥, wowe @john.",offensive
Abanyarwanda dukwiye unity na love 🤡.,normal
"Ibyo uvuga ni abaswa 😡, wowe @maria.",offensive
Keep up the good work 😡.,normal
Tf bro? Urimo kwitwara nka ibicucu 😂.,offensive
Lmao @maria uri ibyihebe nah 😭.,offensive
@maria ndagushimira cyane kubw'ubufasha bwawe 💩.,normal
"Abategetsi = ibyihebe kabisa, bruh 💩.",hate
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
Uri abaswa rwose 💩.,offensive
Uri ibyihebe rwose 😂.,offensive
Uri ibicucu rwose 🙄.,offensive
Abahutu ni ikibazo gikomeye mu gihugu cyacu 😂 smh.,hate
Abanyarwanda bose ni ibisambo 🔥. Tugomba kubirwanya!,hate
Keep up the good work 🤡.,normal
"Ntabwo nemera Abanyamahanga, ni inyenzi 🔥.",hate
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
"Abategetsi = ibigarasha kabisa, lmao 😭.",hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 💩 tf.,hate
"Ibyo uvuga ni abaswa 🙄, wowe @mugisha.",offensive
Abatutsi ni ikibazo gikomeye mu gihugu cyacu 🙄 bruh.,hate
Uyu system irakora neza ariko needs improvements 🔥.,normal
Murakoze cyane kubw'amakuru meza 😭.,normal
"Abahutu = ibicucu kabisa, tf 🤡.",hate
"Abatutsi = inyenzi kabisa, wtf 😂.",hate
"Bruh, stop acting like a ibyihebe 😡.",offensive
"Ibyo uvuga ni ibyihebe 🙄, wowe @maria.",offensive
Abanyamahanga bose ni ibisambo 😭. Tugomba kubirwanya!,hate
"Ndi happy na service yanyu, thanks 🙄.",normal
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
"Ndi happy na service yanyu, thanks 😭.",normal
Twese dukwiriye kubana mu mahoro no respect 🙄.,normal
Twese dukwiriye kubana mu mahoro no respect 😡.,normal
"Ndi happy na service yanyu, thanks 💩.",normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 😭.,hate
Uri ibigarasha rwose 💩.,offensive
Lmao @peter uri ibyihebe smh 😂.,offensive
Tf bro? Urimo kwitwara nka ibisambo 😭.,offensive
"Bruh, stop acting like a abaswa 🙄.",offensive
"Please niba ubonye amakosa muri system, report kuri support team 💩.",normal
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Tf bro? Urimo kwitwara nka abaswa 🤡.,offensive
Ese mwabonye update kuri app? It's very fast now 🙄.,normal
Uyu system irakora neza ariko needs improvements 😡.,normal
Tf bro? Urimo kwitwara nka ibisambo 💩.,offensive
@keza ndagushimira cyane kubw'ubufasha bwawe 😂.,normal
Abatutsi bose ni abaswa 🔥. Tugomba kubirwanya!,hate
"Ntabwo nemera Abahutu, ni ibisambo 😂.",hate
Abanyamahanga bose ni ibyihebe 😡. Tugomba kubirwanya!,hate
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😂 wtf.,hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 😂.,hate
Uyu system irakora neza ariko needs improvements 🤡.,normal
@john ndagushimira cyane kubw'ubufasha bwawe 🔥.,normal
Tf bro? Urimo kwitwara nka abaswa 😭.,offensive
Abanyarwanda bose ni inyenzi 💩. Tugomba kubirwanya!,hate
"Abahutu = ibisambo kabisa, bruh 😭.",hate
Abanyarwanda bakwiye kwirukanwa mu gihugu 💩.,hate
"Ndi happy na service yanyu, thanks 🔥.",normal
Uyu system irakora neza ariko needs improvements 😂.,normal
"Ntabwo nemera Abanyamahanga, ni abaswa 😡.",hate
Abatutsi bakwiye kwirukanwa mu gihugu 😭.,hate
@maria ndagushimira cyane kubw'ubufasha bwawe 🙄.,normal
"Abategetsi = ibyihebe kabisa, nah 😡.",hate
Abanyamahanga ni ikibazo gikomeye mu gihugu cyacu 🤡 bruh.,hate
"Bruh, stop acting like a ibyihebe 😭.",offensive
"Abanyamahanga = ibyihebe kabisa, fr 🙄.",hate
"Bruh, stop acting like a inyenzi 😂.",offensive
Uri ibicucu rwose 😂.,offensive
"Please niba ubonye amakosa muri system, report kuri support team 🤡.",normal
Tf bro? Urimo kwitwara nka ibyihebe 🙄.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 😂 tf.,hate
"Ndi happy na service yanyu, thanks 🙄.",normal
"Ibyo uvuga ni ibigarasha 💩, wowe @peter.",offensive
Uri ibisambo rwose 🙄.,offensive
Abahutu bose ni ibigarasha 😡. Tugomba kubirwanya!,hate
"Bruh, stop acting like a ibisambo 😭.",offensive
Keep up the good work 🤡.,normal
Abanyarwanda bakwiye kwirukanwa mu gihugu 🔥.,hate
Abatutsi bose ni inyenzi 💩. Tugomba kubirwanya!,hate
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
Keep up the good work 😡.,normal
"Ibyo uvuga ni inyenzi 😂, wowe @maria.",offensive
"Abatutsi = ibisambo kabisa, wtf 😂.",hate
Lmao @maria uri ibicucu smh 🤡.,offensive
Abategetsi ni ikibazo gikomeye mu gihugu cyacu 🔥 fr.,hate
"Bruh, stop acting like a inyenzi 😡.",offensive
"Ibyo uvuga ni ibicucu 🔥, wowe @keza.",offensive
"Bruh, stop acting like a inyenzi 💩.",offensive
"Ibyo uvuga ni ibyihebe 🔥, wowe @john.",offensive
Ese mwabonye update kuri app? It's very fast now 😡.,normal
Lmao @maria uri ibisambo bruh 🔥.,offensive
Abahutu bose ni ibigarasha 😭. Tugomba kubirwanya!,hate
"Ndi happy na service yanyu, thanks 🔥.",normal
Uri ibicucu rwose 😭.,offensive
"Ibyo uvuga ni inyenzi 😂, wowe @keza.",offensive
"Bruh, stop acting like a inyenzi 😂.",offensive
"Abanyamahanga = ibyihebe kabisa, smh 💩.",hate
Abanyarwanda dukwiye unity na love 😡.,normal
"Ndi happy na service yanyu, thanks 💩.",normal
"Please niba ubonye amakosa muri system, report kuri support team 😂.",normal
Uri ibisambo rwose 💩.,offensive
"Abanyarwanda = inyenzi kabisa, smh 😡.",hate
Uyu system irakora neza ariko needs improvements 🙄.,normal
Abanyamahanga bakwiye kwirukanwa mu gihugu 🤡.,hate
Uri ibigarasha rwose 😂.,offensive
Abatutsi bakwiye kwirukanwa mu gihugu 🙄.,hate
@john ndagushimira cyane kubw'ubufasha bwawe 😭.,normal
"Ntabwo nemera Abanyarwanda, ni ibisambo 💩.",hate
"Ndi happy na service yanyu, thanks 💩.",normal
Uyu system irakora neza ariko needs improvements 😭.,normal
Murakoze cyane kubw'amakuru meza 😡.,normal
Tf bro? Urimo kwitwara nka inyenzi 🙄.,offensive
Uyu system irakora neza ariko needs improvements 😭.,normal
Lmao @mugisha uri ibyihebe fr 😡.,offensive
"Bruh, stop acting like a inyenzi 😡.",offensive
"Ibyo uvuga ni ibyihebe 🤡, wowe @maria.",offensive
"Abanyamahanga = abaswa kabisa, wtf 😡.",hate
Murakoze cyane kubw'amakuru meza 😂.,normal
Abahutu bose ni ibisambo 🔥. Tugomba kubirwanya!,hate
Abanyarwanda ni ikibazo gikomeye mu gihugu cyacu 😂 wtf.,hate
Tf bro? Urimo kwitwara nka ibigarasha 😡.,offensive
Uyu system irakora neza ariko needs improvements 😡.,normal
"Abahutu = ibyihebe kabisa, nah 🔥.",hate
Lmao @keza uri abaswa smh 💩.,offensive
Twese dukwiriye kubana mu mahoro no respect 🤡.,normal
"Please niba ubonye amakosa muri system, report kuri support team 🔥.",normal
Abatutsi bakwiye kwirukanwa mu gihugu 😡.,hate
Murakoze cyane kubw'amakuru meza 🤡.,normal
"Abategetsi = ibicucu kabisa, nah 😭.",hate
Lmao @maria uri ibicucu tf 😡.,offensive
Murakoze cyane kubw'amakuru meza 🤡.,normal
